studentid,firstname,lastname,GPA,Major
14466,Moyna,Yusuk,2.375,Graphic Design
14467,Dagmar,Lia,2.75,Music
14468,Binny,Alva,2.875,Music
14469,Sidoney,Lorenz,2.75,Art
14470,Amii,Boycey,3.25,Psychology
14471,Adore,Kylander,3.125,History
14472,Larine,Ledah,3.25,History
14473,Lenna,Magdalen,3.125,Engineering
14474,Candy,Guildroy,2.75,History
14475,Cassondra,Rozanna,2.75,Sports
14476,Elora,Shuler,2.125,History
14477,Dede,Nunci,3.375,Statistics
14478,Etta,Tamar,2.75,Computer science
14479,Dari,Bryna,2.875,Engineering
14480,Jackie,Delila,3.375,History
14481,Rosanne,Granoff,3,Art
14482,Nataline,Carvey,2.625,History
14483,Gabi,Tillford,3.375,Health
14484,Ira,Engdahl,2.75,Graphic Design
14485,Esmeralda,Malvino,3.5,Business/Commerce
14486,Shel,Jethro,2.875,Sports
14487,Michaelina,Brunell,3,Robotics
14488,Nessie,Rillings,3.375,Graphic Design
14489,Tressa,Bach,3.125,IT
14490,Gretal,An,2.25,Art
14491,Carmencita,Natica,2.625,Robotics
14492,Karlee,Haymes,2.75,Art
14493,Carolina,Berriman,2.875,Science
14494,Emmey,Amand,2.875,Computer science
14495,Elora,Atonsah,2.375,Statistics
14496,Josephine,Norrie,2.5,Business/Commerce
14497,Maisey,Nikaniki,2.5,Sports
14498,June,Edee,3.125,History
14499,Babita,Natalia,2.625,English
14500,Basia,Margret,2.375,Graphic Design
14501,Mara,Ciro,2.125,Music
14502,Allis,Masao,2.625,Graphic Design
14503,Dulcinea,Hurley,2.5,Computer science
14504,Raf,Socha,2.875,Science
14505,Arlina,Gaspard,2.625,IT
14506,Pamella,Cath,3,Health
14507,Helsa,Malvino,2.875,Architecture
14508,Corly,Gahl,2.75,English
14509,Bettine,Buckler,2.875,IT
14510,Philis,Phi,3.125,Computer science
14511,Chastity,Jeanne,2.5,Art
14512,Alejandra,Hull,2.125,Health
14513,Catharine,Kylander,3.375,Business/Commerce
14514,Berta,Doig,2.25,History
14515,Edyth,Wooster,3,IT
14516,Eolanda,Nedrud,2.75,Psychology
14517,Barbi,Winthorpe,2.875,Computer science
14518,Angela,McClimans,2.25,Psychology
14519,Farrah,Tarrant,2.5,English
14520,Mara,Lenny,2.25,Psychology
14521,Barbi,Gaal,3.25,Graphic Design
14522,Brooks,LaRue,2.5,Engineering
14523,Kylynn,Autrey,3,Graphic Design
14524,Cacilie,Kesley,2.75,Psychology
14525,Pollyanna,Urania,2.75,Health
14526,Winifred,Shields,2.25,Health
14527,Brietta,Peg,2.875,Graphic Design
14528,Lorne,Kiersten,3,Health
14529,Krystle,Fredi,2.375,Architecture
14530,Vere,Toffic,2.875,Music
14531,Elmira,Anastatius,3.125,Sports
14532,Sissy,Mayeda,2.5,Psychology
14533,Feliza,Dorcy,2.625,IT
14534,Shandie,Kevon,2.5,History
14535,Shaylyn,Constancy,3,Architecture
14536,Karina,Schenck,2.75,Science
14537,Gerianna,Faust,2.625,Art
14538,Kara-Lynn,Cloris,2.5,Health
14539,Dianemarie,Karna,2.875,History
14540,Gaylene,Cimbura,2.75,Art
14541,Lynea,Ingra,2.375,Sports
14542,Aimil,Cassius,2.375,Architecture
14543,Ida,Malanie,3,Business/Commerce
14544,Cindelyn,Croix,2.625,Computer science
14545,Gertrud,Stilwell,2.375,IT
14546,Felice,Faso,3.25,IT
14547,Adriana,Justinn,2.375,Health
14548,Harrietta,Haymes,2.5,Computer science
14549,Christy,Grobe,2.25,Business/Commerce
14550,Fawne,Gherardo,2.125,English
14551,Mariele,Berl,3.125,Engineering
14552,Alyda,Ortrude,3.25,Music
14553,Elsie,Wattenberg,2.75,Science
14554,Latisha,Roarke,2.75,Science
14555,Darci,Wadell,2.75,Engineering
14556,Frances,Paton,3,Architecture
14557,Asia,Chick,2.75,English
14558,Cordi,Craggie,2.375,Psychology
14559,Verla,Danby,2.375,History
14560,Alex,Alva,2.5,Art
14561,Rochette,Celestine,2.25,Health
14562,Corene,Philipp,2.75,Business/Commerce
14563,Patricia,Carbo,3.125,Sports
14564,Anallese,Wildermuth,3,Health
14565,Corina,Mike,3,History
14566,Benita,Tacye,2.875,Graphic Design
14567,Sheelagh,Philipp,2.625,History
14568,Roseline,Eno,3.625,Art
14569,Vinita,Diogenes,2.75,Computer science
14570,Rozele,Merriott,3.125,Art
14571,Kathy,Henrie,2.5,Psychology
14572,Ann-Marie,Pulsifer,2.625,Science
14573,Kelly,Travax,2.5,Computer science
14574,Kayla,Allys,2.375,Art
14575,Evaleen,Wilona,3.125,Music
14576,Kara-Lynn,Bandeen,2.5,English
14577,Damaris,Bebe,3.5,Psychology
14578,Fanny,Sparhawk,2.25,Sports
14579,Melanie,Adore,3.125,Engineering
14580,Odessa,Truc,3.25,Science
14581,Brietta,Sancho,3.125,IT
14582,Berta,Weinreb,3.125,Psychology
14583,Tabbatha,Hutchison,3,Engineering
14584,Christy,Lenny,2.875,Architecture
14585,Kathi,Sinegold,2.125,Music
14586,Nannie,Rudolph,2.75,Music
14587,Desirae,Leler,2.625,Music
14588,Shaine,Chobot,3,Psychology
14589,Celisse,Casimir,2.75,Science
14590,Ida,Cohdwell,3,IT
14591,Imojean,Natica,2.875,IT
14592,Marline,Maples,3.625,Computer science
14593,Brietta,Toor,2.5,Art
14594,Codie,Bord,3.25,Engineering
14595,Rozele,Shanley,3.25,Psychology
14596,Lucille,Weaks,2.625,Music
14597,Dede,Masao,3,Music
14598,Millie,Percy,2.625,Science
14599,Gerrie,Kannry,3.125,Music
14600,Sallie,Brotherson,2.375,Architecture
14601,Patricia,Evvie,3,History
14602,Gilligan,Dielu,2.375,Graphic Design
14603,Etta,Magnolia,3.25,Sports
14604,Shauna,Kimmie,2.375,English
14605,Chere,Deny,2.625,Architecture
14606,Norine,Kermit,2.625,Science
14607,Talya,Hanleigh,3.375,Architecture
14608,Coral,Mott,2.625,Music
14609,Vanessa,Eckblad,2.75,Architecture
14610,Kathy,Saint,2.875,Architecture
14611,Blondelle,Esmaria,3.25,History
14612,Ericka,Roumell,2.5,Science
14613,Henriette,Prober,2.75,Psychology
14614,Marita,Audly,2.75,Art
14615,Lynnea,Jaylene,3,Psychology
14616,Donetta,Bigner,3,IT
14617,Minne,Dash,2.75,Psychology
14618,Dotty,Paine,2.875,Music
14619,Berget,Gamaliel,2.125,Psychology
14620,Valli,Waite,2.375,Engineering
14621,Leia,Ferrell,3.125,Health
14622,Eadie,Marisa,1.5,Computer science
14623,Fernande,Bahr,2.5,Computer science
14624,Katharina,Quent,3,Health
14625,Collen,Sheng,2.5,Robotics
14626,Jenilee,Primalia,2.875,Sports
14627,Dede,Eugenia,2.75,Music
14628,Annaliese,Amethist,3.125,Statistics
14629,Harrietta,Schlosser,2,History
14630,Halette,Annice,2,Engineering
14631,Emma,Brunell,2.875,History
14632,Brynna,Zina,2.625,Architecture
14633,Pollyanna,Carlson,2.375,Health
14634,Etta,Faso,3,English
14635,Concettina,Wu,2.625,Computer science
14636,Sara-Ann,Paine,2.625,Health
14637,Chandra,Martsen,2.5,Engineering
14638,Adele,Iaverne,2.375,Business/Commerce
14639,Lesly,Madelene,3,Architecture
14640,Sheelagh,Raimondo,3,Health
14641,Merci,Cressida,3.25,Business/Commerce
14642,Merci,Toor,2.75,Architecture
14643,Myrtice,Chandler,2.875,Psychology
14644,Cherilyn,Keily,3.25,Robotics
14645,Dagmar,Nickola,2.25,Science
14646,Regina,Seumas,2.875,Computer science
14647,Aaren,Ciapas,2.625,History
14648,Jsandye,Kevon,3.5,Psychology
14649,Kaia,Carlson,2.875,Psychology
14650,Giustina,Hewitt,2.125,Business/Commerce
14651,Averyl,Justinn,2.5,Computer science
14652,Ardeen,Maribeth,2.25,Architecture
14653,Tierney,Delacourt,2.5,Computer science
14654,Lonnie,Magnolia,3,Music
14655,Andree,Claudine,2.375,Architecture
14656,Tera,Longfellow,2.875,Engineering
14657,Ira,Therine,2.5,IT
14658,Bobinette,Hirsch,2.75,Graphic Design
14659,Aurore,Ammann,3.125,Statistics
14660,Ardenia,Hanshaw,3.375,Health
14661,Corry,Colbert,3.125,Science
14662,Ottilie,Turne,3,Business/Commerce
14663,Antonietta,Egbert,3,Graphic Design
14664,Tersina,Wu,2.625,English
14665,Annice,Estella,2.5,Robotics
14666,Hildegaard,Milson,2.875,Music
14667,Lonnie,Callista,3.25,Art
14668,Yvonne,Eldrid,3.125,Sports
14669,Lita,Jethro,2.375,Business/Commerce
14670,Flo,Sidonius,3.625,Engineering
14671,Korrie,Kaete,2.125,History
14672,Cassondra,Libna,2.75,English
14673,Janey,Alice,3,Business/Commerce
14674,Georgetta,Greenwald,3.5,Engineering
14675,Arlina,Rurik,2.375,Health
14676,Patricia,Cloris,2.75,Art
14677,Ardenia,Maples,2.5,Art
14678,Dennie,Bronk,2.75,Business/Commerce
14679,Olwen,Vanni,2.75,Sports
14680,Penelopa,Xerxes,2.375,Health
14681,Kenna,Kaja,2.375,IT
14682,Jerry,Hathaway,1.875,History
14683,Malina,Lissi,2.5,Engineering
14684,Elise,Bahr,3.125,History
14685,Ileana,Pozzy,2.25,Health
14686,Belinda,Thema,2.125,Graphic Design
14687,Philis,Olnee,2.5,Robotics
14688,Marleah,Lipson,2.5,History
14689,Kayla,Paton,3,Engineering
14690,Darlleen,Kare,2.125,Sports
14691,Amii,Plato,3,Psychology
14692,Teriann,Slifka,2.25,IT
14693,Tybie,Hertzfeld,2,Psychology
14694,Sheree,Lay,3.125,History
14695,Carolina,Nelsen,3,Graphic Design
14696,Caressa,Swigart,2.75,English
14697,Rani,Zuzana,2.875,History
14698,Nyssa,Magnolia,2.75,Health
14699,Dorthy,Hourigan,2.75,Computer science
14700,Marline,Pernick,2.5,Science
14701,Tera,Gombach,2.125,History
14702,Nannie,Abram,1.75,Engineering
14703,Sheelagh,Bord,3,Computer science
14704,Florie,Fadiman,3.5,Engineering
14705,Kayla,Linskey,3.5,History
14706,Belva,Loring,2.875,Psychology
14707,Cam,Leifeste,3,Computer science
14708,Felice,Stelle,2.75,Graphic Design
14709,Aeriela,Wadell,3,IT
14710,Rochette,Ledah,3.125,Sports
14711,Olivette,Suk,2.75,Health
14712,Lindie,Shuler,3.125,Statistics
14713,Mady,O'Neill,3.25,Business/Commerce
14714,Melanie,Eno,3.625,Computer science
14715,Merry,Alexandr,2.5,Science
14716,Eolanda,Jacobah,2.875,Health
14717,Esmeralda,Leffen,2.625,Engineering
14718,Dyann,Tice,3,Music
14719,Rosene,Aurelio,3.125,Science
14720,Norine,Bevin,3.125,Computer science
14721,Halette,Thilda,3.125,Art
14722,Selia,Audly,2.25,Graphic Design
14723,Myrtice,Robertson,3.5,Science
14724,Ursulina,Giule,2.75,Business/Commerce
14725,Carree,Erminia,2.5,Music
14726,Johna,Alabaster,2.25,Robotics
14727,Rebeca,Edee,2.875,IT
14728,Alex,Berl,2.75,Health
14729,Jillayne,Cristi,2.875,History
14730,Kary,Koehler,2.5,Art
14731,Fred,Jaylene,3,History
14732,Gusella,Dituri,2.75,Architecture
14733,Tybie,Sancho,3,English
14734,Tamqrah,Yorick,2.375,Psychology
14735,Britte,Jena,2.625,Music
14736,Valera,Olin,1.125,Psychology
14737,Chastity,Sherfield,3,Art
14738,Melodie,Richers,2.625,Business/Commerce
14739,Layla,Olin,2.625,Health
14740,Violet,Emerson,3.375,IT
14741,Chastity,Tristram,2.25,Graphic Design
14742,Annaliese,Urania,3.125,Business/Commerce
14743,Lulita,Toffic,2.875,Graphic Design
14744,Liana,Parette,2.375,Statistics
14745,Concettina,Milson,3.25,Psychology
14746,Tabbatha,Jehu,3,Health
14747,Neila,Oster,2.625,Business/Commerce
14748,Flo,Ralfston,3.25,Psychology
14749,Valli,Albertine,2.875,Sports
14750,Dianemarie,Carey,2.625,History
14751,Ilse,Nikaniki,2.5,Psychology
14752,Elie,Cookie,3,English
14753,Margalo,Aldric,3,Graphic Design
14754,Ginnie,Marden,2.25,IT
14755,Adelle,Remmer,3,IT
14756,Catrina,Raffo,2.375,Sports
14757,Misha,Dom,2.75,Music
14758,Ekaterina,Brunell,2.875,Architecture
14759,Lexine,Wareing,2.5,Psychology
14760,Inga,Codding,2.5,Sports
14761,Dorthy,Liebermann,2.375,Health
14762,Elfreda,Medrek,2.875,Graphic Design
14763,Madalyn,Urania,2.75,Art
14764,Benita,Ummersen,2.75,Health
14765,Lenna,Toor,3,Graphic Design
14766,Sam,Lay,2.125,Sports
14767,Evaleen,Lilas,3.25,Psychology
14768,Elie,Oneida,2.5,Graphic Design
14769,Ronna,Delila,2.375,Robotics
14770,Libbie,McLaughlin,3.25,Psychology
14771,Fernande,Chaing,2.75,History
14772,Eugine,Herrera,2.625,Sports
14773,Constance,Schlosser,2.25,Sports
14774,Vevay,Mallon,3.25,Health
14775,Elsie,Stav,3,Graphic Design
14776,Rosanne,Bollay,2.625,Engineering
14777,Barbara,Thilda,3,Architecture
14778,Jaime,Jotham,2.125,Health
14779,Corina,Ophelia,2.875,Architecture
14780,Tera,LaRue,2.75,IT
14781,Leanna,Burnside,2.5,Art
14782,Amara,Destinee,2.5,Architecture
14783,Roxane,Suk,2.5,Health
14784,Jenda,Alcott,2.5,Graphic Design
14785,Hayley,Denis,2.5,Computer science
14786,Daune,Socha,3.5,Graphic Design
14787,Desirae,Kiersten,3.125,Psychology
14788,Hannis,Stanwood,2.875,Engineering
14789,Halette,Boehike,2.5,Health
14790,Jsandye,Salvidor,2.75,Architecture
14791,Lynnea,Sherfield,3.125,Architecture
14792,Roberta,Alabaster,2.25,English
14793,Neila,Croix,2.75,IT
14794,Trixi,Berl,2.75,Computer science
14795,Jacquetta,Therine,3,History
14796,Hollie,Yorick,2.875,History
14797,Althea,Masao,2.5,Robotics
14798,Gabi,Ramona,3,Statistics
14799,Fred,Suzetta,2.375,Health
14800,Carmencita,Hashim,3,Psychology
14801,Kirbee,Yerkovich,2.5,Health
14802,Jsandye,Noelyn,2.75,English
14803,Madelle,Duwalt,2.875,Statistics
14804,Yvonne,Wilona,2.625,Health
14805,Lonnie,Hazlett,2,Computer science
14806,Jaime,Delp,3.125,Art
14807,Gratia,Willie,2.25,Psychology
14808,Fernande,Shaver,2.5,Architecture
14809,Ninnetta,Auberbach,2.875,Engineering
14810,Barbara,Cressida,3,Computer science
14811,Edyth,Dannye,2,Robotics
14812,Corly,Parette,3.125,History
14813,Dede,Georas,2.375,Graphic Design
14814,Sean,Chem,2.75,Art
14815,Jacquetta,Tarrant,2.625,History
14816,Laure,Richers,2.75,Graphic Design
14817,Katleen,Callista,3.25,English
14818,Rubie,Seagraves,2.625,Computer science
14819,Emma,Shuler,3,Music
14820,Reeba,Lasley,3.125,History
14821,Riannon,Willie,2.875,Psychology
14822,Lynea,Gusella,3.25,Statistics
14823,Perry,Hilbert,2.75,English
14824,Lindie,Moina,3.375,Statistics
14825,Roz,Madaih,2.875,Art
14826,Michaelina,Tatianas,2.25,English
14827,Renae,Jagir,3.625,Architecture
14828,Amelia,Birdella,1.875,Psychology
14829,Romona,Milson,2.625,Graphic Design
14830,Britni,Rillings,2.5,IT
14831,Caritta,Egbert,2.625,History
14832,Kimmy,Halla,2.5,English
14833,Lucy,Jerold,2.875,Business/Commerce
14834,Oralee,Chobot,2.5,Robotics
14835,Oona,Bobbee,2.875,Music
14836,Jennica,Nisbet,3,Statistics
14837,Tomasina,Rolf,2.875,Music
14838,Feliza,Bonucci,3,Art
14839,Celestyna,Rudolph,3.25,Engineering
14840,Vere,Ellerey,2.125,Statistics
14841,Larine,Iaverne,3.25,English
14842,Sandie,Amasa,2.5,Statistics
14843,Wendi,Nea,2.625,Health
14844,Ketti,Bates,3.125,History
14845,Kathi,Kalinda,3.125,Statistics
14846,Alameda,Wu,2.5,History
14847,Fina,Astra,2.25,Architecture
14848,Genevra,Solitta,2.875,Music
14849,Pamella,Stanwood,2.625,Science
14850,Candy,Jacobah,3.25,English
14851,Genevra,Odysseus,1.875,Sports
14852,Nerta,Harl,2.625,English
14853,Oona,Audly,2.25,Art
14854,Tori,Linskey,3.125,Computer science
14855,Glenda,Chauncey,2.125,IT
14856,Corly,Carolin,2.125,History
14857,Flo,Dorcy,2.375,Robotics
14858,Celisse,Bates,2.625,Business/Commerce
14859,Joceline,Baudin,3.125,Sports
14860,Belva,Dosia,2.5,Health
14861,Siana,Mozelle,2.75,History
14862,Jenilee,Zaslow,3.375,Engineering
14863,Gale,Berne,3,English
14864,Florencia,Reneta,3,IT
14865,Merrie,Marcellus,1.625,Architecture
14866,Elvira,Corilla,2.375,Science
14867,Leeanne,Wildermuth,2.375,Music
14868,Gwyneth,Nea,2.375,Psychology
14869,Caressa,Izaak,3,Business/Commerce
14870,Sashenka,Malina,3,Psychology
14871,Arlena,Lorenz,3,English
14872,Chere,Nunci,2.375,History
14873,Emmey,Justinn,3,Art
14874,Celene,Morgun,2.75,Science
14875,Maud,Codding,2.75,Robotics
14876,Aigneis,Guthrie,1.875,Art
14877,Gianina,Myrilla,3.125,Graphic Design
14878,Gwyneth,Barney,2.375,Engineering
14879,Theodora,Millda,2.75,Statistics
14880,Halette,Boehike,3.25,Statistics
14881,Kamilah,Sparhawk,2.625,Engineering
14882,Luci,Vorster,2.75,English
14883,Ofilia,Lasley,2.375,IT
14884,Allyce,Manolo,2.25,Engineering
14885,Gabi,Joeann,2.5,Health
14886,Lory,Aldric,2.25,Art
14887,Annice,Karna,2.375,Health
14888,Agathe,Joni,2.5,IT
14889,Iseabal,Astra,3.125,Science
14890,Estell,Brenn,2.75,Computer science
14891,Kayla,Rossner,2.875,Computer science
14892,Albertina,Emmaline,2.875,Engineering
14893,Lanae,Pascia,2.625,Graphic Design
14894,Alia,Simmonds,2.375,Art
14895,Cathie,Alice,2.5,Science
14896,Mady,Bearnard,3.25,Robotics
14897,Asia,Rese,2.625,IT
14898,Drucie,Flyn,3,Science
14899,Edith,Pip,2.5,Engineering
14900,Liana,Pauly,2.875,Statistics
14901,Nelle,Ciro,2.75,Computer science
14902,Fawne,Ludewig,2.625,Computer science
14903,Hollie,Ramona,3.25,Sports
14904,Celene,McCutcheon,2.875,Music
14905,Henriette,Kylander,3,Engineering
14906,Deirdre,Croix,2.75,Music
14907,Veda,Felecia,3,IT
14908,Ann-Marie,Kare,2.875,IT
14909,Catharine,Carri,3,Health
14910,Nariko,Nedrud,2.25,Graphic Design
14911,Marline,Joachim,3,Graphic Design
14912,Wileen,Linehan,2.75,Sports
14913,Carlie,Penelopa,3.625,English
14914,Wilma,Cookie,2.875,Psychology
14915,Lynnea,Tryck,3,Statistics
14916,Chandra,Alabaster,2.75,English
14917,Meg,Schalles,2.375,Health
14918,Marinna,Leary,2.25,Sports
14919,Phedra,Macey,2.75,Sports
14920,Tani,Tyson,2.375,Robotics
14921,Jackie,Phaidra,2.625,Health
14922,Marnia,Hanleigh,2.125,Robotics
14923,Frieda,Joni,3.25,Health
14924,Emylee,Luhe,2.75,Psychology
14925,Tamqrah,Palocz,2.625,Sports
14926,Shaylyn,Curren,2.625,Business/Commerce
14927,Larine,Cecile,2.75,IT
14928,Stacey,Georgy,2.75,Art
14929,Alex,Malvino,2.75,Engineering
14930,Rosaline,Juan,2.5,Statistics
14931,Cordi,Chaing,2.5,Statistics
14932,Krystle,Wind,3,Psychology
14933,Laure,Lenny,2.5,Art
14934,Laure,Bobbee,2.125,Architecture
14935,Natka,Tacye,2.25,IT
14936,Cyndie,Joli,2.875,Computer science
14937,Clarice,Roarke,2.875,Sports
14938,Jaime,Burnside,2.375,Music
14939,Beth,Firmin,3.125,History
14940,Randa,Zaslow,3.25,Psychology
14941,Jacenta,Bollay,2.75,Sports
14942,Alex,Alrich,2,Psychology
14943,Harrietta,Alejoa,2.875,Architecture
14944,Asia,Fadiman,3.25,English
14945,Verla,Riva,3.125,English
14946,Georgina,Jenness,3,Statistics
14947,Laure,McCutcheon,2.625,Architecture
14948,Verla,Kalinda,3.125,Science
14949,Annecorinne,Hachmin,2.75,Sports
14950,Lorie,Pauly,2.875,IT
14951,Nerta,Saint,3.25,Art
14952,Marinna,Edmund,3.375,Health
14953,Miquela,Larochelle,2.875,Robotics
14954,Tressa,Cynar,2.875,History
14955,Maisey,Riva,2.75,English
14956,Stacey,Hoenack,2,Psychology
14957,Ida,Concha,3.25,Engineering
14958,Rochette,Tatianas,2.625,Architecture
14959,Calla,Miru,2.625,Robotics
14960,Cecile,Tillford,3.125,Sports
14961,Dode,Cosenza,3.75,Graphic Design
14962,Grier,Richers,3.25,Robotics
14963,Ardys,Shelba,2.875,Sports
14964,Ermengarde,Kolnick,2.875,Statistics
14965,Riannon,Sigfrid,3.375,Statistics
14966,Amara,Anderea,3.125,English
14967,Esmeralda,Pandolfi,3,Music
14968,Ingrid,Telfer,3.375,Statistics
14969,Marinna,Donell,3.125,Art
14970,Celestyna,Miru,3,Science
14971,Carmencita,Sophronia,2.625,English
14972,Marita,Pattin,2.625,English
14973,Rosanne,Kravits,3,Architecture
14974,Bernardine,Weitman,2.875,Psychology
14975,Nanete,Ethban,2.75,Robotics
14976,Tonia,Zenas,2,Architecture
14977,Bettine,Halla,2.75,Statistics
14978,Florencia,Bethany,2.25,English
14979,Aimil,Freddi,2,Business/Commerce
14980,Barbara,Burnside,3.5,Music
14981,Bobbi,Muriel,3,Science
14982,Lynea,Beniamino,2.25,Science
14983,Sam,Fairweather,3,Statistics
14984,Lynnea,Gemini,2.875,Psychology
14985,Lila,Zachary,2.25,Robotics
14986,Catrina,Vins,3.375,Health
14987,Lexine,Aprile,2.75,English
14988,Rebeca,Zina,3.125,Psychology
14989,Bill,Allina,3.125,Graphic Design
14990,Averyl,Faria,2.375,Computer science
14991,Glenda,Amethist,2.625,Health
14992,Kaia,Capello,2.875,Engineering
14993,Aaren,Hashim,2.875,IT
14994,Georgina,Raama,3.375,Sports
14995,Celestyna,Whiffen,2.5,Music
14996,Perry,Sallyann,3.375,History
14997,Britni,Gaulin,2.75,Sports
14998,Valera,Middleton,3.125,Music
14999,Brena,Faro,3.375,History
15000,Tarra,Destinee,2.75,Sports
15001,Tamqrah,Erskine,2.75,Statistics
15002,Melina,Colyer,2.25,Music
15003,Fina,Sacken,2,Psychology
15004,Ronna,Ilka,2.625,Music
15005,Gloria,Bevin,2.875,Architecture
15006,Hildegaard,Cohdwell,2.625,English
15007,Selia,Pearse,3.25,Art
15008,Dolli,Brandice,2.875,Science
15009,Brynna,Parette,2.625,Science
15010,Janey,Pandolfi,2.875,Robotics
15011,Aubrie,Corilla,2.625,Psychology
15012,Jessamyn,Connelly,3,Psychology
15013,Jessy,Annice,3,Statistics
15014,Frieda,Greyson,2.125,Health
15015,Sharai,Ardeha,3.125,Health
15016,Celene,Sabella,2.5,Computer science
15017,June,Ehrman,2.75,Engineering
15018,Briney,Mallon,2.75,Art
15019,Brynna,Raychel,3,Sports
15020,Elvira,Kirbee,3.25,Health
15021,Phylis,Alabaster,1.75,IT
15022,Mamie,Llovera,2.75,Psychology
15023,Micheline,Aurelio,3.125,Statistics
15024,Priscilla,Yerkovich,2.25,Music
15025,Marti,Edee,3.625,Psychology
15026,Kristan,Vilma,2.625,Engineering
15027,Phedra,Deny,3,History
15028,Giustina,Drus,2.625,Graphic Design
15029,Netty,Willie,2.875,Business/Commerce
15030,Zondra,Thar,2.375,Health
15031,Elfreda,Dahlia,2.5,English
15032,Ivett,Goerke,2.875,Psychology
15033,Charlena,Madelene,3.25,History
15034,Wendi,Isacco,2.25,Graphic Design
15035,Drucie,Stefa,2.625,Graphic Design
15036,Nanete,Daniele,2.625,Engineering
15037,Susette,Woodberry,2.75,Business/Commerce
15038,Moyna,Teryn,3.25,IT
15039,Nananne,Kress,3.25,Psychology
15040,Jobi,Uird,2.625,Robotics
15041,Ida,Raul,2.875,Robotics
15042,Melanie,Annice,3.375,Graphic Design
15043,Viki,Pascia,2.875,Art
15044,Nannie,Iaverne,2.25,Graphic Design
15045,Shell,Delila,2.375,Computer science
15046,Dorthy,Berne,3.5,IT
15047,Kathy,Nunci,2.5,Science
15048,Robbi,Hylan,2.375,Psychology
15049,Shirlee,Gamaliel,3,Music
15050,Jennica,Zetta,3.125,Art
15051,Alia,Dominy,3,Art
15052,Margette,Nelsen,2.5,Psychology
15053,Rosaline,Alejoa,3.375,Sports
15054,Paulita,Hartnett,2.625,Computer science
15055,Andeee,Imelida,2.625,Business/Commerce
15056,Nanete,Gemini,2.625,Art
15057,Karena,Ietta,2.5,Sports
15058,Gratia,Selway,2.625,Statistics
15059,Susan,Truc,2.875,IT
15060,Quintina,Duwalt,2.375,Graphic Design
15061,Nerta,Franza,2.5,Architecture
15062,Carol-Jean,Fosque,2.75,History
15063,Roxane,Swanhildas,2.5,IT
15064,Korrie,Shama,2.5,History
15065,Justinn,Sacken,2.25,Health
15066,Nananne,Infield,2.125,English
15067,Nicoli,Frendel,2.25,Science
15068,Minne,Ephrem,2.75,Sports
15069,Shell,Dom,2.375,Sports
15070,Zaria,Goerke,2.625,Health
15071,Bobinette,Millda,2.875,Architecture
15072,Olivette,Saree,3.375,Computer science
15073,Chastity,Edee,2.75,Music
15074,Kirstin,Johnsson,2.125,English
15075,Sibella,Latini,2.875,History
15076,Fred,Allys,2.375,Music
15077,Pierette,Sancho,2.875,Sports
15078,Sophia,Kamaria,2.75,Psychology
15079,Annora,Hillel,3.125,Engineering
15080,Max,Merell,3.5,Graphic Design
15081,Florencia,Cadmar,2.75,Computer science
15082,Grier,Roscoe,2.75,Psychology
15083,Claresta,Merat,3.375,English
15084,Carree,Yate,2.125,Statistics
15085,Blake,Stanwood,2.25,Engineering
15086,Rani,Gwenore,2.75,IT
15087,Shauna,Fosque,1.875,English
15088,Ayn,Lory,2.375,Music
15089,Dorthy,Abernon,1.875,Graphic Design
15090,Farrah,Ellerey,2.625,Graphic Design
15091,Rubie,Randene,3.125,Psychology
15092,Kate,Hylan,2.75,Business/Commerce
15093,Tiffie,Elvyn,3.625,Psychology
15094,Nikki,Justinn,2.25,Science
15095,Lauryn,Glovsky,2.875,Health
15096,Dianemarie,Gregrory,2.625,Engineering
15097,Tobe,Larochelle,2,History
15098,Celene,Lory,2.875,History
15099,Tressa,Hoenack,2.625,Psychology
15100,Gerrie,Dawkins,2.625,Health
15101,Trixi,Sholley,2.75,Architecture
15102,Shaine,Modie,3.25,History
15103,Nita,Carlson,2.5,Architecture
15104,Dania,Lalitta,3,Music
15105,Lisette,Oscar,2.375,Graphic Design
15106,Joeann,Audly,3.25,Robotics
15107,Elie,Sheedy,3.125,Architecture
15108,Gilligan,Warthman,3.125,Sports
15109,June,Dawkins,3,Computer science
15110,Carlie,Brackely,3.125,Computer science
15111,Collen,Alcott,2.5,Health
15112,Elena,Hashim,2.625,Architecture
15113,Shel,Nea,2.75,History
15114,Mathilda,Lorenz,3.125,Business/Commerce
15115,Gisela,Pelagias,2.875,Computer science
15116,Randa,Raimondo,3.25,Art
15117,Millie,Socha,3.5,IT
15118,Sheree,Ambrosia,2.375,Engineering
15119,Olwen,Elephus,3.375,Architecture
15120,Alie,Behre,2.625,Science
15121,Hildegaard,Ricarda,3.25,Health
15122,Esmeralda,Atcliffe,2.375,Computer science
15123,Sibella,Belldas,3.5,Architecture
15124,Phedra,Silvan,3.25,Psychology
15125,Ira,Bronk,3.25,Computer science
15126,Gwenneth,Eiser,2.75,Engineering
15127,Dorthy,Fleeta,3,Art
15128,Lanna,Dichy,2.625,History
15129,Anallese,Slifka,3.25,English
15130,Jenda,Erich,2.125,Sports
15131,Hyacinthe,Marijo,3.375,Statistics
15132,Penelopa,Neils,2.125,Graphic Design
15133,Angela,Carlson,1.75,Sports
15134,Clementine,Morrill,2.5,Sports
15135,Annice,Morrill,2.625,Science
